"","trip","id","species","start","stop","notes"
"27","LL010_FR06_DLxx","LL010_FR06_2","Pc",2014-03-11 20:20:00,2014-03-11 21:19:00,"Updated from AES original as UO"
"28","LL010_FR06_DLxx","LL010_FR06_3","X",2014-03-13 00:31:00,2014-03-13 00:49:00,""
"29","LL010_FR06_DLxx","LL010_FR06_4","UO",2014-03-13 19:22:00,2014-03-13 20:07:00,""
"30","LL010_FR06_DLxx","LL010_FR06_5","X",2014-03-18 13:11:00,2014-03-18 13:35:00,""
"31","LL010_FR06_DLxx","LL010_FR06_6","Kspp",2014-03-18 14:44:00,2014-03-18 14:47:00,""
"32","LL010_FR06_DLxx","LL010_FR06_7","UO",2014-03-22 18:11:00,2014-03-22 18:24:00,""
"33","LL010_FR06_DLxx","LL010_FR06_8","UO",2014-03-22 21:26:00,2014-03-22 21:48:00,""
"34","LL010_FR10_DLxx","LL010_FR10_1","X",2014-03-11 16:53:00,2014-03-11 18:09:00,"Looks like a mixed species group of Pc and ??"
"35","LL010_FR10_DLxx","LL010_FR10_2","Pm",2014-03-13 17:05:00,2014-03-13 18:17:00,""
"36","LL014_FR06_DL65","14_1","UO",2014-09-25 03:21:00,2014-09-25 03:46:00,""
"37","LL014_FR06_DL65","14_2","Pc",2014-09-25 13:22:00,2014-09-25 14:18:00,""
"38","LL017_FR03_DL65","LL017FR3_1_1","Pc",2015-01-17 17:15:00,2015-01-17 17:31:00,"Pc"
"39","LL017_FR03_DL65","LL017FR3_1_2","Pc",2015-01-17 17:52:00,2015-01-17 18:20:00,"Pc"
"40","LL017_FR03_DL65","LL017FR3_2","X",2015-01-17 22:06:00,2015-01-17 22:13:00,"whistles only"
"41","LL017_FR03_DL65","LL017FR3_3","X",2015-01-17 23:06:00,2015-01-17 23:11:00,"whistles only"
"42","LL019_FR07_DL63","19_1","X",2015-02-01 15:52:00,2015-02-01 15:58:00,"whistles only; doesn’t look like Pc"
"43","LL019_FR07_DL63","19_2","UO",2015-02-01 19:37:00,2015-02-01 20:05:00,"whistles and clicks; doesn’t look like Pc"
"44","LL019_FR07_DL63","19_3","BAD",2015-02-02 23:54:00,2015-02-03 00:44:00,"Bad event time"
"45","LL019_FR07_DL63","19_4","Pc",2015-02-03 10:24:00,2015-02-03 10:46:00,"ROCCA 91% Pc; Both analysts predic Pc whistles and clicks; Gm or Pc?"
"46","LL019_FR07_DL63","19_5","X",2015-02-07 04:29:00,2015-02-07 05:17:00,"ROCCA 89% Pc; Both analysts predic Pcwhistles and clicks"
"47","LL019_FR07_DL63","19_6","UO",2015-02-08 19:26:00,2015-02-08 19:42:00,"clicks only"
"48","LL019_FR07_DL63","19_7","Pm",2015-02-08 21:35:00,2015-02-08 23:19:00,"clicks only;"
"49","LL019_FR07_DL63","19_8","Pm",2015-02-09 03:33:00,2015-02-09 04:55:00,"clicks only"
"50","LL019_FR07_DL63","19_9","Pm",2015-02-11 11:01:00,2015-02-11 12:41:00,"clicks only"
"51","LL019_FR07_DL63","19_10","UO",2015-02-11 22:50:00,2015-02-11 23:11:00,"clicks only"
"52","LL019_FR07_DL63","19_11","Pm",2015-02-12 16:22:00,2015-02-12 18:23:00,"clicks only; sperm whales"
"53","LL027_FR07_DL63","27_1","X",2015-09-23 11:25:00,2015-09-23 12:17:00,"Looks like there are possible bands at 14 and 19 kHz"
"54","LL027_FR07_DL63","27_2","UO",2015-09-25 10:39:00,2015-09-25 10:48:00,"faint, but with whistles and clicks"
"55","LL027_FR07_DL63","27_3","Pm",2015-09-25 20:14:00,2015-09-25 22:43:00,""
"56","LL035_FR04_DL64","35_01","UO",2016-05-31 22:37:00,2016-05-31 22:57:00,"NA"
"57","LL035_FR04_DL64","35_02","UO",2016-06-01 01:00:00,2016-06-01 01:24:00,"NA"
"58","LL035_FR04_DL64","35_03","UO",2016-06-02 17:43:00,2016-06-02 18:18:00,"NA"
"59","LL035_FR04_DL64","35_04","UO",2016-06-02 22:33:00,2016-06-02 22:51:00,"NA"
"60","LL035_FR04_DL64","35_05","Pm",2016-06-05 02:26:00,2016-06-05 04:44:00,"NA"
"61","LL035_FR04_DL64","35_06","UO",2016-06-07 06:01:00,2016-06-07 06:10:00,"NA"
"62","LL037_FR04_DL64","37_1","UO",2016-10-03 00:45:00,2016-10-03 01:22:00,"NA"
"63","LL038_FR07_DL63","38_1","Pm",2017-03-09 18:58:00,2017-03-09 20:47:00,"NA"
"64","LL038_FR07_DL63","38_2","Nothing",2017-03-10 17:35:00,2017-03-10 17:47:00,"NA"
"65","LL038_FR07_DL63","38_3","Pm",2017-03-11 01:04:00,2017-03-11 03:40:00,"NA"
"66","LL038_FR07_DL63","38_4","UO",2017-03-13 18:04:00,2017-03-13 18:29:00,"NA"
"67","LL039_FR04_DL64","39_01","Pm",2017-03-13 19:20:00,2017-03-13 19:55:00,""
"68","LL039_FR04_DL64","39_02","Pm",2017-03-13 20:17:00,2017-03-13 21:36:00,""
"69","LL039_FR04_DL64","39_03","UO",2017-03-13 23:30:00,2017-03-14 00:14:00,""
"70","LL039_FR04_DL64","39_04","UO",2017-03-15 20:55:00,2017-03-15 21:19:00,""
"71","LL039_FR04_DL64","39_05","UO",2017-03-15 21:57:00,2017-03-15 22:00:00,""
"72","LL039_FR04_DL64","39_06","X",2017-03-15 22:43:00,2017-03-15 23:35:00,"possibly mixed?"
"73","LL039_FR04_DL64","39_07","UO",2017-03-16 08:46:00,2017-03-16 08:54:00,""
"74","LL039_FR04_DL64","39_08","UO",2017-03-16 23:01:00,2017-03-16 23:21:00,""
"75","LL039_FR04_DL64","39_09","Pc",2017-03-17 00:31:00,2017-03-17 01:41:00,""
"76","LL039_FR04_DL64","39_10","Kspp",2017-03-18 10:45:00,2017-03-18 10:49:00,""
"77","LL039_FR04_DL64","39_11","UO",2017-03-18 22:53:00,2017-03-18 23:22:00,""
"78","LL039_FR04_DL64","39_12","UO",2017-03-19 01:45:00,2017-03-19 01:57:00,""
"79","LL039_FR04_DL64","39_13","UO",2017-03-19 15:09:00,2017-03-19 15:17:00,""
"80","LL039_FR04_DL64","39_14","UO",2017-03-20 20:06:00,2017-03-20 20:32:00,""
"81","LL039_FR04_DL64","39_15","X",2017-03-22 03:12:00,2017-03-22 04:57:00,""
"82","LL041_FR04_DL64","41_1","X",2017-05-12 07:34:00,2017-05-12 08:05:00,""
"83","LL041_FR04_DL64","41_2","X",2017-05-12 18:01:00,2017-05-12 18:16:00,""
"84","LL041_FR04_DL64","41_3","Pc",2017-05-12 18:51:00,2017-05-12 21:06:00,""
"85","LL041_FR04_DL64","41_4","X",2017-05-13 02:05:00,2017-05-13 03:06:00,"Pc at beginning, but mixed species toward end? "
"86","LL041_FR04_DL64","41_5","UO",2017-05-16 06:22:00,2017-05-16 06:42:00,""
"87","LL041_FR04_DL64","41_6","UO",2017-05-16 22:15:00,2017-05-16 22:33:00,""
"88","LL041_FR04_DL64","41_7","UO",2017-05-17 00:16:00,2017-05-17 00:32:00,""
"89","LL041_FR04_DL64","41_8","UO",2017-05-17 03:31:00,2017-05-17 03:37:00,""
"90","LL041_FR04_DL64","41_9","UO",2017-05-18 01:47:00,2017-05-18 03:14:00,""
"91","LL041_FR04_DL64","41_10","UO",2017-05-18 04:10:00,2017-05-18 04:26:00,"wasn't added in first round of processing. Not sure why not"
"92","LL041_FR04_DL64","41_11","Pc",2017-05-18 06:16:00,2017-05-18 06:49:00,""
"93","LL041_FR04_DL64","41_12","UO",2017-05-18 22:38:00,2017-05-18 23:21:00,""
"94","LL042_FR04_DL64","42_1","Kspp",2017-09-23 17:07:00,2017-09-23 17:08:00,"NA"
"95","LL042_FR04_DL64","42_2","UO",2017-09-24 18:36:00,2017-09-24 19:15:00,"NA"
"96","LL042_FR04_DL64","42_3","UO",2017-09-24 22:54:00,2017-09-24 23:27:00,"NA"
"97","LL042_FR04_DL64","42_4","Kspp",2017-09-29 09:50:00,2017-09-29 09:52:00,"NA"
"98","LL042_FR04_DL64","42_5","X",2017-10-01 00:47:00,2017-10-01 00:50:00,"NA"
"99","LL042_FR04_DL64","42_6","UO",2017-10-01 20:18:00,2017-10-01 20:20:00,"NA"
"100","LL042_FR04_DL64","42_7","X",2017-10-02 02:10:00,2017-10-02 02:14:00,"NA"
"101","LL043_FR04_DL64","43_1","X",2017-11-27 20:45:00,2017-11-27 21:11:00,"NA"
"102","LL043_FR04_DL64","43_2","Pc",2017-12-01 01:15:00,2017-12-01 01:47:00,"NA"
"103","LL043_FR04_DL64","43_3","Gg",2017-12-01 23:29:00,2017-12-01 23:55:00,"NA"
"104","LL043_FR04_DL64","43_4","Kspp",2017-12-04 09:59:00,2017-12-04 10:06:00,"NA"
"105","LL043_FR04_DL64","43_5","UO",2017-12-04 17:38:00,2017-12-04 17:48:00,"NA"
"106","LL043_FR04_DL64","43_6","UO",2017-12-05 02:57:00,2017-12-05 03:01:00,"NA"
"107","LL044_FR04_DL64","44_1_1","Pc",2018-01-29 08:04:00,2018-01-29 09:03:00,""
"108","LL044_FR04_DL64","44_1_2","Pc",2018-01-29 09:35:00,2018-01-29 09:44:00,""
"109","LL044_FR04_DL64","44_1_3","Pc",2018-01-29 10:33:00,2018-01-29 10:52:00,""
"110","LL044_FR04_DL64","44_1_4","Pc",2018-01-29 11:33:00,2018-01-29 11:41:00,"only a few whistles"
"111","LL044_FR04_DL64","44_2","Gg",2018-02-01 02:33:00,2018-02-01 02:44:00,""
"112","LL044_FR04_DL64","44_3","UO",2018-02-01 06:54:00,2018-02-01 07:01:00,""
"113","LL044_FR04_DL64","44_4","Pm",2018-02-01 16:16:00,2018-02-01 17:29:00,""
"114","LL044_FR04_DL64","44_5","UO",2018-02-02 00:33:00,2018-02-02 00:46:00,""
"115","LL044_FR04_DL64","44_6","UO",2018-02-02 04:13:00,2018-02-02 04:24:00,""
"116","LL044_FR04_DL64","44_7","Pc",2018-02-04 15:22:00,2018-02-04 17:14:00,""
"117","LL044_FR04_DL64","44_8","Pc",2018-02-04 23:08:00,2018-02-04 23:18:00,""
"118","LL044_FR04_DL64","44_9","UO",2018-02-04 23:42:00,2018-02-04 23:46:00,""
"119","LL044_FR04_DL64","44_10","Pm",2018-02-05 09:48:00,2018-02-05 12:47:00,""
"120","LL044_FR04_DL64","44_11","Pm",2018-02-06 13:23:00,2018-02-07 01:25:00,""
"121","LL045_FR03_DL73","45_1","UO",2018-02-15 21:17:00,2018-02-15 21:33:00,"NA"
"122","LL045_FR03_DL73","45_2","UO",2018-02-15 23:32:00,2018-02-15 23:59:00,"NA"
"123","LL045_FR03_DL73","45_3","UO",2018-02-16 00:45:00,2018-02-16 01:10:00,"NA"
"124","LL045_FR03_DL73","45_4","UO",2018-02-17 20:23:00,2018-02-17 20:58:00,"NA"
"125","LL045_FR03_DL73","45_5","UO",2018-02-18 00:57:00,2018-02-18 01:32:00,"NA"
"126","LL045_FR03_DL73","45_6","UO",2018-02-18 21:36:00,2018-02-18 21:56:00,"NA"
"127","LL045_FR03_DL73","45_7","UO",2018-02-19 00:07:00,2018-02-19 01:12:00,"NA"
"128","LL045_FR03_DL73","45_8","UO",2018-02-19 03:04:00,2018-02-19 04:29:00,"NA"
"129","LL045_FR03_DL73","45_9","UO",2018-02-19 05:20:00,2018-02-19 05:25:00,"NA"
"130","LL045_FR03_DL73","45_10","UO",2018-02-19 05:44:00,2018-02-19 05:47:00,"NA"
"131","LL045_FR03_DL73","45_11","Kspp",2018-02-20 03:29:00,2018-02-20 03:35:00,"NA"
"132","LL045_FR03_DL73","45_12","UO",2018-02-20 05:08:00,2018-02-20 05:51:00,"NA"
"133","LL045_FR03_DL73","45_13","Kspp",2018-02-21 14:32:00,2018-02-21 14:35:00,"NA"
"134","LL045_FR03_DL73","45_14","UO",2018-02-21 21:06:00,2018-02-21 21:10:00,"NA"
"135","LL045_FR03_DL73","45_15","UO",2018-02-22 01:46:00,2018-02-22 01:58:00,"NA"
"136","LL047_FR04_DL64","47_1","UO",2018-04-23 20:52:00,2018-04-23 21:42:00,"NA"
"137","LL047_FR04_DL64","47_2","UO",2018-04-24 20:18:00,2018-04-24 21:13:00,"NA"
"138","LL047_FR04_DL64","47_3","UO",2018-04-24 21:26:00,2018-04-24 21:40:00,"NA"
"139","LL047_FR04_DL64","47_4","UO",2018-04-26 20:55:00,2018-04-26 21:19:00,"NA"
"140","LL047_FR04_DL64","47_5","UO",2018-04-26 23:05:00,2018-04-26 23:15:00,"NA"
"141","LL047_FR04_DL64","47_6","UO",2018-04-27 03:30:00,2018-04-27 03:45:00,"NA"
"142","LL047_FR04_DL64","47_7","Pc",2018-04-27 14:57:00,2018-04-27 15:22:00,"NA"
"143","LL047_FR04_DL64","47_9","UO",2018-04-28 19:54:00,2018-04-28 20:22:00,"NA"
"144","LL047_FR04_DL64","47_10","UO",2018-05-01 18:43:00,2018-05-01 18:48:00,"NA"
"145","LL047_FR04_DL64","47_11","UO",2018-05-01 19:37:00,2018-05-01 19:39:00,"NA"
"146","LL047_FR04_DL64","47_12","UO",2018-05-02 03:21:00,2018-05-02 03:58:00,"NA"
"147","LL047_FR04_DL64","47_13","Pc",2018-05-02 16:22:00,2018-05-02 17:34:00,"NA"
"148","LL047_FR04_DL64","47_14","Pc",2018-05-02 21:39:00,2018-05-02 22:52:00,"NA"
"149","LL050_FR05_DL59","50_1","UO",2018-08-14 19:44:00,2018-08-14 19:50:00,"NA"
"150","LL050_FR05_DL59","50_2","UO",2018-08-15 19:37:00,2018-08-15 19:52:00,"NA"
"151","LL050_FR05_DL59","50_3","UO",2018-08-18 03:14:00,2018-08-18 03:41:00,"NA"
"152","LL050_FR05_DL59","50_4","UO",2018-08-19 20:22:00,2018-08-19 20:47:00,"NA"
"153","LL051_FR08_DL88","51_1","UO",2018-12-05 10:24:00,2018-12-05 10:28:00,"NA"
"154","LL051_FR08_DL88","51_2","UO",2018-12-08 04:11:00,2018-12-08 04:45:00,"NA"
"155","LL051_FR08_DL88","51_3","Pm",2018-12-08 09:15:00,2018-12-08 11:08:00,"NA"
"156","LL051_FR08_DL88","51_4","UO",2018-12-13 03:23:00,2018-12-13 03:35:00,"NA"
"157","LL051_FR08_DL88","51_5","UO",2018-12-13 05:24:00,2018-12-13 06:14:00,"NA"
"158","LL051_FR08_DL88","51_6","UO",2018-12-13 07:06:00,2018-12-13 07:36:00,"NA"
"159","LL051_FR08_DL88","51_7","UO",2018-12-13 11:02:00,2018-12-13 11:22:00,"NA"
"160","LL052_FR08_DL88","52_1","Pm",2019-02-13 09:46:00,2019-02-13 09:49:00,"NA"
"161","LL052_FR08_DL88","52_2","HF UO",2019-02-13 22:37:00,2019-02-13 22:52:00,"NA"
"162","LL052_FR08_DL88","52_3","HF UO",2019-02-13 23:24:00,2019-02-13 23:47:00,"NA"
"163","LL052_FR08_DL88","52_4","HF UO",2019-02-14 19:03:00,2019-02-14 19:26:00,"NA"
"164","LL052_FR08_DL88","52_5","Kspp",2019-02-14 19:30:00,2019-02-14 19:34:00,"NA"
"165","LL052_FR08_DL88","52_6","HF UO",2019-02-14 20:41:00,2019-02-14 20:50:00,"NA"
"166","LL052_FR08_DL88","52_7","HF UO",2019-02-14 21:15:00,2019-02-14 22:14:00,"NA"
"167","LL052_FR08_DL88","52_8","Pm",2019-02-16 12:22:00,2019-02-16 12:24:00,"NA"
"168","LL052_FR08_DL88","52_9","UO",2019-02-16 18:44:00,2019-02-16 19:09:00,"NA"
"169","LL052_FR08_DL88","52_10","Gg",2019-02-18 19:49:00,2019-02-18 20:23:00,"NA"
"170","LL053_FR07_DL59","53_1","Pc",2019-04-28 03:38:00,2019-04-28 06:07:00,"NA"
"171","LL053_FR07_DL59","53_2","UO",2019-04-28 12:58:00,2019-04-28 13:08:00,"NA"
"172","LL053_FR07_DL59","53_3","UO",2019-04-28 14:29:00,2019-04-28 14:31:00,"NA"
"173","LL053_FR07_DL59","53_4","UO",2019-04-29 07:24:00,2019-04-29 08:05:00,"NA"
"174","LL053_FR07_DL59","53_5","UO",2019-05-01 03:52:00,2019-05-01 03:57:00,"NA"
"175","LL053_FR07_DL59","53_6","UO",2019-05-01 12:50:00,2019-05-01 13:22:00,"NA"
"176","LL053_FR07_DL59","53_7","UO",2019-05-02 15:53:00,2019-05-02 15:58:00,"NA"
"177","LL053_FR07_DL59","53_8","UO",2019-05-03 03:44:00,2019-05-03 03:57:00,"NA"
"178","LL053_FR07_DL59","53_9","UO",2019-05-03 12:36:00,2019-05-03 13:48:00,"NA"
"179","LL053_FR07_DL59","53_10","UO",2019-05-03 15:38:00,2019-05-03 15:40:00,"NA"
"180","LL053_FR07_DL59","53_11","UO",2019-05-05 14:21:00,2019-05-05 14:59:00,"NA"
"181","LL054_FR08_DL88","54_1","UO",2019-05-21 07:00:00,2019-05-21 07:45:00,"NA"
"182","LL054_FR08_DL88","54_2","UO",2019-05-21 13:16:00,2019-05-21 13:52:00,"NA"
"183","LL054_FR08_DL88","54_3","UO",2019-05-23 12:04:00,2019-05-23 12:42:00,"NA"
"184","LL054_FR08_DL88","54_4","UO",2019-05-26 17:32:00,2019-05-26 17:43:00,"NA"
"185","LL054_FR08_DL88","54_5","Gg",2019-05-27 07:55:00,2019-05-27 08:29:00,"NA"
"186","LL055_FR08_DL88","55_1","Kspp",2019-07-03 13:06:00,2019-07-03 13:11:00,"NA"
"187","LL055_FR08_DL88","55_2","UO",2019-07-04 15:24:00,2019-07-04 15:56:00,"NA"
"188","LL055_FR08_DL88","55_3","UO",2019-07-05 11:06:00,2019-07-05 12:18:00,"NA"
"189","LL055_FR08_DL88","55_4","Kspp",2019-07-05 17:01:00,2019-07-05 17:06:00,"NA"
"190","LL055_FR08_DL88","55_5","UO",2019-07-06 12:43:00,2019-07-06 13:52:00,"NA"
"191","LL055_FR08_DL88","55_6","UO",2019-07-07 07:18:00,2019-07-07 07:50:00,"NA"
"192","LL056_FR08_DL88","56_1","UO",2019-08-03 19:24:00,2019-08-03 19:27:00,"NA"
"193","LL056_FR08_DL88","56_2","UO",2019-08-05 13:48:00,2019-08-05 14:30:00,"NA"
"194","LL056_FR08_DL88","56_3","Kspp",2019-08-07 01:13:00,2019-08-07 01:17:00,"NA"
"195","LL056_FR08_DL88","56_4","UO",2019-08-12 03:10:00,2019-08-12 03:15:00,"NA"
"196","LL056_FR08_DL88","56_5","Pc",2019-08-16 05:40:00,2019-08-16 09:12:00,"NA"
"197","LL056_FR08_DL88","56_6","Pc",2019-08-16 12:34:00,2019-08-16 13:46:00,"NA"
"198","LL057_FRxx_DL59","57_1","UO",2019-09-17 16:05:00,2019-09-17 16:16:00,"NA"
"199","LL057_FRxx_DL59","57_2","UO",2019-09-19 09:36:00,2019-09-19 10:00:00,"NA"
"200","LL057_FRxx_DL59","57_3","UO",2019-09-19 13:53:00,2019-09-19 15:30:00,"NA"
"201","LL057_FRxx_DL59","57_4","UO",2019-09-19 16:08:00,2019-09-19 16:14:00,"NA"
"202","LL057_FRxx_DL59","57_5","UO",2019-09-19 16:45:00,2019-09-19 16:57:00,"NA"
"203","LL057_FRxx_DL59","57_6","UO",2019-09-20 12:03:00,2019-09-20 12:18:00,"NA"
"204","LL057_FRxx_DL59","57_7","UO",2019-09-21 10:30:00,2019-09-21 11:11:00,"NA"
"205","LL057_FRxx_DL59","57_8","UO",2019-09-21 13:19:00,2019-09-21 13:31:00,"NA"
"206","LL057_FRxx_DL59","57_9","UO",2019-09-23 06:38:00,2019-09-23 06:57:00,"NA"
"207","LL057_FRxx_DL59","57_10","UO",2019-09-28 00:44:00,2019-09-28 01:09:00,"NA"
"208","LL057_FRxx_DL59","57_11","UO",2019-09-28 01:06:00,2019-09-28 01:09:00,"NA"
"209","LL058_FR06_DL64","58_1","X",2019-11-23 21:56:00,2019-11-23 22:26:00,"likely Pc, but look slike it could be mixed toward the end"
"210","LL058_FR06_DL64","58_2","UO",2019-11-23 22:29:00,2019-11-23 22:56:00,""
"211","LL058_FR06_DL64","58_3","UO",2019-11-24 06:26:00,2019-11-24 07:27:00,""
"212","LL058_FR06_DL64","58_4","UO",2019-11-26 06:44:00,2019-11-26 06:54:00,""
"213","LL058_FR06_DL64","58_5","UO",2019-11-26 12:26:00,2019-11-26 13:06:00,""
"214","LL058_FR06_DL64","58_6","UO",2019-11-26 20:47:00,2019-11-26 21:07:00,""
"215","LL058_FR06_DL64","58_7","UO",2019-11-27 12:13:00,2019-11-27 12:41:00,""
"216","LL058_FR06_DL64","58_8","UO",2019-11-28 08:10:00,2019-11-28 08:37:00,""
"217","LL058_FR06_DL64","58_9","UO",2019-12-01 08:23:00,2019-12-01 08:27:00,""
"218","LL058_FR06_DL64","58_10","UO",2019-12-03 13:21:00,2019-12-03 13:59:00,""
"219","LL059_FR38_DL65","59_1","UO",2020-10-16 09:21:00,2020-10-16 09:59:00,"NA"
"220","LL059_FR38_DL65","59_2","UO",2020-10-18 03:38:00,2020-10-18 05:03:00,"NA"
"221","LL059_FR38_DL65","59_3","UO",2020-10-19 01:39:00,2020-10-19 01:41:00,"NA"
"222","LL059_FR38_DL65","59_4","UBW",2020-10-20 07:19:00,2020-10-20 07:21:00,"NA"
"223","LL059_FR38_DL65","59_5","UO",2020-10-21 04:23:00,2020-10-21 05:02:00,"NA"
"224","LL059_FR38_DL65","59_6","UO",2020-10-21 06:26:00,2020-10-21 06:27:00,"NA"
"225","LL059_FR38_DL65","59_7","UO",2020-10-21 07:55:00,2020-10-21 08:30:00,"NA"
"226","LL059_FR38_DL65","59_8","UO",2020-10-23 08:23:00,2020-10-23 09:14:00,"NA"
"227","LL060_FR38_DL65","LL060_FR38_DL65_01","UO",2021-06-02 23:04:00,2021-06-02 23:15:00,""
"228","LL060_FR38_DL65","LL060_FR38_DL65_02","UO",2021-06-03 00:08:00,2021-06-03 00:12:00,""
"229","LL060_FR38_DL65","LL060_FR38_DL65_03","UO",2021-06-04 04:42:00,2021-06-04 05:10:00,""
"230","LL060_FR38_DL65","LL060_FR38_DL65_04","UO",2021-06-04 05:50:00,2021-06-04 06:24:00,""
"231","LL060_FR38_DL65","LL060_FR38_DL65_05","UO",2021-06-04 07:00:00,2021-06-04 07:59:00,""
"232","LL060_FR38_DL65","LL060_FR38_DL65_06","UO",2021-06-05 04:06:00,2021-06-05 04:37:00,""
"233","LL060_FR38_DL65","LL060_FR38_DL65_07","UO",2021-06-05 07:23:00,2021-06-05 08:17:00,""
"234","LL060_FR38_DL65","LL060_FR38_DL65_08","UO",2021-06-05 10:21:00,2021-06-05 10:32:00,""
"235","LL060_FR38_DL65","LL060_FR38_DL65_09","UO",2021-06-05 12:35:00,2021-06-05 13:08:00,""
"236","LL060_FR38_DL65","LL060_FR38_DL65_10","UO",2021-06-05 14:03:00,2021-06-05 14:17:00,""
"237","LL060_FR38_DL65","LL060_FR38_DL65_11","UO",2021-06-07 06:31:00,2021-06-07 06:48:00,"BW, likely Md"
"238","LL060_FR38_DL65","LL060_FR38_DL65_12","UO",2021-06-07 09:27:00,2021-06-07 10:25:00,"also sperm whales mixed in"
"239","LL060_FR38_DL65","LL060_FR38_DL65_13","UO",2021-06-08 09:27:00,2021-06-08 09:42:00,""
"240","LL060_FR38_DL65","LL060_FR38_DL65_14","UO",2021-06-08 11:47:00,2021-06-08 12:04:00,"BW"
"241","LL060_FR45_DL84","LL060_FR45_DL84_1","UO",2021-06-03 04:04:00,2021-06-03 04:56:00,"sperm whales also mixed in"
"242","LL060_FR45_DL84","LL060_FR45_DL84_2","UO",2021-06-03 05:16:00,2021-06-03 06:05:00,""
"243","LL060_FR45_DL84","LL060_FR45_DL84_3","UO",2021-06-03 09:19:00,2021-06-03 09:56:00,""
"244","LL060_FR45_DL84","LL060_FR45_DL84_4","UO",2021-06-03 22:26:00,2021-06-03 22:50:00,""
"245","LL060_FR45_DL84","LL060_FR45_DL84_5","UO",2021-06-04 07:16:00,2021-06-04 07:57:00,""
"246","LL060_FR45_DL84","LL060_FR45_DL84_6","UO",2021-06-05 09:16:00,2021-06-05 09:27:00,""
"247","LL060_FR45_DL84","LL060_FR45_DL84_7","UO",2021-06-06 21:18:00,2021-06-06 21:20:00,""
"248","LL060_FR45_DL84","LL060_FR45_DL84_8","UO",2021-06-07 02:47:00,2021-06-07 02:49:00,"BW"
"249","LL060_FR45_DL84","LL060_FR45_DL84_9","UO",2021-06-07 21:16:00,2021-06-07 21:31:00,"banding in clicks"
"250","LL060_FR52_DL59","LL060_FR52_DL59_1","UO",2021-06-04 07:09:00,2021-06-04 07:36:00,""
"251","LL060_FR52_DL59","LL060_FR52_DL59_2","UO",2021-06-07 06:45:00,2021-06-07 07:08:00,""
"252","LL060_FR52_DL59","LL060_FR52_DL59_3","UO",2021-06-08 06:41:00,2021-06-08 07:01:00,"banding in clicks"
